1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,10,10
8,10,10
9,10,10
10,0,10
11,10,10
12,10,10
13,10,10
14,10,10
15,10,10
16,20,20
17,10,20
18,10,20
19,10,20
20,10,20
21,10,20
22,0,20
23,20,20
24,20,20
25,10,20
26,10,20
27,10,20
28,10,20
29,10,20
30,20,20
31,10,20
32,10,20
33,10,20
34,10,20
35,10,20
36,10,20
37,20,20
38,10,20
39,10,20
40,10,20
41,10,20
42,20,20
43,10,20
44,20,20
45,10,20
46,10,20
47,10,20
48,10,20
49,20,20
50,10,20
51,0,20
52,10,20
53,10,20
54,10,20
55,10,20
56,10,20
57,30,30
58,10,30
59,10,30
60,10,30
61,10,30
62,10,30
63,10,30
64,10,30
65,10,30
66,30,30
67,10,30
68,0,30
69,20,30
70,10,30
71,10,30
72,0,30
73,10,30
74,10,30
75,10,30
76,0,30
77,10,30
78,20,30
79,10,30
80,20,30
81,10,30
82,20,30
83,20,30
84,10,30
85,0,30
86,20,30
87,10,30
88,10,30
89,10,30
90,10,30
91,10,30
92,10,30
93,30,30
94,10,30
95,10,30
96,30,30
97,10,30
98,30,30
99,10,30
100,20,30
101,10,30
102,10,30
103,10,30
104,40,40
105,10,40
106,10,40
107,20,40
108,10,40
109,10,40
110,10,40
111,10,40
112,10,40
113,10,40
114,30,40
115,10,40
116,10,40
117,10,40
118,10,40
119,10,40
120,30,40
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
1,10,10
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,20,0
0,20,0
0,20,0
0,20,0
0,20,0
0,20,0
0,20,0
0,20,0
0,20,0
0,20,0
0,20,0
0,20,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
0,30,0
